Author;Author-short;Title;Text;Words;Label;Gender;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;***(Których nam nikt nie wynagrodzi…);Których nam nikt nie wynagrodzi i których nic nam nie zastąpi, lata wy straszne, lata wąskie jak dłonie śmierci w dniu narodzin. Powiedziałyście więcej nawet niż rudych burz ogromne wstęgi, jak ludzkie ręce złych demonów siejące w gruzach gorzką sławę. Wzięłyście nam, co najpiękniejsze, a zostawiły to, co z gromu, aby tym dziksze i smutniejsze serca — jak krzyż na pustym domu. Lata, o moje straszne lata, nauczyłyście wy nas wierzyć i to był kostur nam na drogę, i z nim się resztę burz przemierzy. Których nam nikt nie wynagrodzi i których nic nam nie zastąpi, lata — ojczyzno złej młodości, trudnej starości dniu narodzin. Bogu podamy w końcu dłonie spalone skrzydłem antychrysta, i on zrozumie, że ta młodość w tej grozie jedna była czysta. 24 III 1944;128;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Modlitwa do Bogurodzicy;Któraś wiodła jak bór pomruków ducha ziemi tej skutego w zbroi szereg, prowadź nocne drogi jego wnuków, byśmy milcząc umieli umierać. Któraś była muzyki deszczem, a przejrzysta jak świt i płomień, daj nam usta jak obłoki niebieskie, które czyste — pod toczącym się gromem. Która ziemi się uczyłaś przy Bogu, w której ziemia jak niebo się stała, daj nam z ognia twego pas i ostrogi, ale włóż je na człowiecze ciała. Któraś serce jak morze rozdarła w synu ziemi i synu nieba, o, naucz matki nasze, jak cierpieć trzeba. Która jesteś jak nad czarnym lasem blask — pogody słonecznej kościół, nagnij pochmurną broń naszą, gdy zaczniemy walczyć miłością. 21 III 44 r.;112;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Elegia o… [chłopcu polskim];Oddzielili cię, syneczku, od snów, co jak motyl drżą, haftowali ci, syneczku, smutne oczy rudą krwią, malowali krajobrazy w żółte ściegi pożóg, wyszywali wisielcami drzew płynące morze. Wyuczyli cię, syneczku, ziemi twej na pamięć gdyś jej ścieżki powycinał żelaznymi łzami. Odchowali cię w ciemności, odkarmili bochnem trwóg, przemierzyłeś po omacku najwstydliwsze z ludzkich dróg. I wyszedłeś, jasny synku, z czarną bronią w noc, i poczułeś, jak się jeży w dźwięku minut — zło. Zanim padłeś, jeszcze ziemię przeżegnałeś ręką. Czy to była kula, synku, czy to serce pękło? 20 III 1944 r.;92;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Ballada o trzech królach;"Tajemnicę przesypując w sobie jak w zamkniętej kadzi ziarno, jechali trzej królowie przez ziemię rudą i skwarną. Wielbłąd kołysał jak maszt, a piasek podobny do wody; i myślał król: «Jestem młody, a nie minął mnie wielki czas. I zobaczę w purpurze rubinów ogień, siły magiczny blask; może stanę się mocniejszy od czynów przez ten jeden, jedyny raz». Tygrys prężył siłę jak wąż, mięśnie w puchu grały jak harfa. Na tygrysie jechał drugi mąż, siwą grzywę w zamyśleniu szarpał. «Teraz — myślał — po latach tylu, gdy zobaczę, jak płomienie cudu drżą, moje czary skarbów mi uchylą, moje wróżby nabiegną krwią. Ziemia pełna jak złoty orzech, pęknie na niej skorupy głaz, usta jaskiń diamentowych otworzy przez ten jeden, jedyny raz». Trzeci król na rybie wielkiej jak wyspa jechał przez stepy podobne szybie błękitnej pod wiatru miechem. Nucił: «Po latach stu kwiat początku i końca ogień w jedno koło związanych nut gdy zobaczę, sam się stanę Bogiem. W suche liście moich ciemnych ksiąg spłynie mądrość odwiecznych gwiazd i osiądzie w misie moich rąk przez ten jeden, jedyny raz». A w pałacach na lądach zielonych, co jak sukno wzburzonej fali, mieli króle trzej błękitne dzwony, w których serca swe na co dzień chowali. A tak spiesznie biegli, że w pośpiechu wzięli tylko myśli pełne grzechu. Więc uklękli trzej królowie zadziwieni, jak trzy słupy złocistego pyłu, nie widzący, że się serca trzy po ziemi wlokły z nimi jak psy smutne z tyłu. I spojrzeli nagle wszyscy trzej, gdzie dzieciątko jak kropla światła, i ujrzeli";250;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;***(Gdy broń dymiącą z dłoni wyjmę…);Gdy broń dymiącą z dłoni wyjmę i grzbiet jak pręt rozgrzany stygnie, niech mi nie kładą gwiazd na skronie i pomnik niech nie staje przy mnie. Bo przecież trzeba znów pokochać. Palce mam — każdy czarną lufą, co zabić umie. — Teraz nimi grać trzeba, i to grać do słuchu. Bo przecież trzeba znów miłować. Oczy — granaty pełne śmierci, a tu by trzeba w ludzi spojrzeć i tak, by Boga dojrzeć w piersi. Bo przecież trzeba czas przemienić, a tutaj ciemna we mnie siła, i trzeba blaskiem kazać ziemi, by z sercem razem jak krew biła. Wrócę, rzemieślnik skamieniały, pod dach rozległy jasnych pogód, do rzeźb swych — tych, co już się stały, i tych, co stać się jeszcze mogą. I dawne będą wzrok obracać — niezdarne słupy pełne burzy, i te, których nie tknęła praca jak oddech niewidzialnej róży. I pośród nich jakże ja stanę z garścią, co tylko strzelać umie, z wiarą, co śmiercią przeorana, z sercem, co nic już nie rozumie? Ale jeżelim spalił młodość, jak palą kraje w wielkim hymnie, to nie zapomni czas narodu, A Bóg jak płomień stanie przy mnie. I wtedy, wtedy liść mi każdy albo mi wróbel z nieba sfrunie i jego głos — już głosem prawdy, i poznam głos, poczuję: umiem. I szmer ptaszęcy mi przypomni, że znałem miłość, i obudzi zdrętwiałe dłonie — jak łodygi, i pocznę kwiaty, gwiazdy, ludzi, i ziemię w morza szum przemienię, i drzewa w zwierząt linie miękkie, i wtedy spadnie mi na rękę w;250;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;***(Tych miłości, które z nami…);Tych miłości, które z nami na strumieniach białych płyną, co jak chmury nad głowami czasem każą zapominać, tych miłości jak zwierzęta, co wracają w las od ludzi, węsząc z twarzą wyciągniętą, zanim śmierć ich nie ostudzi, tych miłości, które niosą sok z korzeni w słońce liściem, co jak puch dziewczęcych włosów lekko rosną ku niebiosom, nie wydepczą nienawiści. Tych miłości, o, za wiele, chociaż ziemia jeszcze twarda, nad nią zawsze śpiewu szelest, bo cóż ziemskość? — śmiech, pogarda, bo cóż zbrodnia? — Tylko mocniej za bijące morze sumień kochać każe, za ślad głupi jak ten olbrzym, co się upił, co gdy wstanie, to zrozumie. W nas, co jak pomników głazy, z tych miłości mocno rośnie przez te czasy, nad te czasy, ponad nami — czas miłości. 27 I 44;129;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Piosenka śnieżna żołnierza;Śnieg wieje — ciszy gołąb — w miast wyspy lekkie. Szumią miękkie powieki, kręci się białe koło. Zapomniane już, zapomniane to, co kochać było — za wiele: panny smukłe, wiatru fontanny, u jeziora uśpiony jeleń. Przeżegnane krzyżem i ogniem śpiewne kraje, gotyk na szybach, zapomniane te, co szły do mnie, smoki, kwiaty, świecące ryby. Zapomniane będą i czasy, które miłość jak śnieg wypełnia. Na chmur ciemnych spiętrzone lasy pnie się śniegu szumiąca wełna. Pożegnane już, zapomniane. Śnieg jak dłonią zasłoni oczy. Słychać jeszcze — nim chłód zostanie — jak za nami pułk biały kroczy. 14 I 1944;97;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Wiersz o cierpieniu;Matce Są ściany z wszystkich czterech stron jak pola pełne śniegu i mrok jest, chłód, jak gdyby dął ogromnej siły martwy biegun. To jest znużenie, może my tak śpimy mocno, biegnąc dalej. Teraz jest wieczór, będą sny, nim nas jak lampę dzień zapali. Widziałem dziś pociągu smugę, tę, co marzyła turkusów ląd, a niosła ciemne ludzkie drogi na śmierć, na śmierć, w zamarzły ogień, do więzień śmierci, tak daleko, jak miłość jest daleko stąd. A ty, co siedzisz senna taka, słyszałaś dziś w ulicy wycie, krzyczało dziecko, może ptak, z którego ktoś wyrywał życie, jakby to była nić głęboka — tak pod tym czasem jest głęboko w ciemności samej — krzyża znak. I ty, co obok czytasz śpiący, przewracasz kartki tak powoli, jak ciała, które huk gorący w twych oczach salwą dzisiaj spalił. A oni patrzą płonąc z wolna, jakby cię z książki kart poznali. I liczysz twarze, co się chwieją, w twych dłoniach czas je na proch pali, takie samotne jak chłód stali, jak tu samotna jest nadzieja. I stoją ściany martwych czynów, jakby w nie wiatr nasączył krwi, ściany zamknięte wspólną winą jak dom bez drzwi. I krzyż jest czarny zawieszony na jednej z czterech nagich ścian, i Bóg ogromny, jakby tony w przestrzeni zmarzłe wielkich dzwonów, i ciemność wieje z pięciu ran. My ciągle senni. Ból daleki, nie zrozumiany nigdy do dna, jak gdyby płomień przez powieki, tak kruszą nas mocarne rzeki i zastygamy w bryły chłodne. A ty, jak kochasz jeszcze, kiedy ukrzyżowany wzgardą Bóg, przed;250;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Poległym;Nocą, gdy ciemność jest jak zwierzę czarne, stoi cisza jak lęku drgający biały słup. I żyła śmierci bije: na marne — drży — na marne, a rano znów się potknę o rozkopany grób. A dniem stół pusty stoi, zabrakło na nim rąk, które by razem ze mną wznosiły kruchą sieć, a uporczywe twarze i ciała wokół siedzą, jak gdyby tu przykute miłości mroczną wiedzą, i głos na ścianach osiadł jak szron i dzwoni: «Leć!» I każą mi: «Zapomnij!» Więc ręce ciężkie włożyć w ciężarny ołów gliny i pracy toczyć głaz, więc jeszcze dzień obrócić, jak mokry piach wyłożyć, odetchnąć jeszcze śmiercią i jeszcze, jeszcze raz. A potem znowu noc i słuchać długo trzeba, jak schodów trzask się wznosi, jak dławi płótno czarne, a w szyby śniegu bicz: «Na marne — drży — na marne!» I życie w gardle tkwi jak ostry kamień chleba, i czuję was w ciemności bez ziemi i bez nieba. I wtedy trzeba wierzyć, i każą mi: «Zapomnij!» I trzeba martwą broń zamienić w krzyż i płomień… Ulice moich dróg są wszystkie w górę — strome, i cienka struga krwi jak lont się spala — do mnie. Żelazna miłość — tak — wybuchło, zgasło, starło, pozostał tępy mus, co w pięści tkwi jak gwóźdź. Zapomnieć teraz, zdrętwieć, milczeniem tak się struć, żeby mi pisklę ognia na dłoni nie umarło. Odeszli. Noc po nocy. Coraz to krzyk za gardło i tylko cisza po nich i dzwoni śniegu słup, ale się głupie ciało jak ciężki pień uparło, choć rano;250;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Sen;1 Sen supły płaskie najpierw szeleścił jak oset, aż wykluł niedźwiedzia czy wilka. Wilk był tobą, szedł bosy przez drogę zadymioną jak szkło, drogę dłużącą przez usta. Zresztą wzbierało już i szło, szło zewsząd, przez krzywe, wypukłe lustra: jakieś krucjaty przeciw słońcu. 2 Schody kręte, a trumna w dole maleńka. Huczało echo — kopuła — pękaty bęben. Dom rósł w śmierć czarnym dębem, gdzie kornik żerujący na dźwiękach. Szło się długo przy świeczce w dół wśród płaczu drżącego w ustach. Na dole rozdęta sień ziała cieniami — pusta. Padał deszcz, czarni ludzie za bramą. Karawan, który czekał, w lęku okrzepł. Mały chłopiec w koszuli, wołałem: «Mamo!» Kondukt ruszał. Był to mój własny pogrzeb. 3 Już był najwyższy czas, znaki na niebie rosły i ludzie w szatach z miedzi szeptali przylegając do gwiazd, palcami niebo rysując wołali: «Jedzie!» A tam namnożyło się zodiaków, wielkich niedźwiedzic i zabawek sypiących z nieba. Prosiłem: «Powiedzcie!» Na próżno uciekali mrowiskiem splątani w kłąb. Zasypany po szyję w trociny, zostałem sam, już było za późno. 4 A potem jeszcze pola jak pokład schły pod niebem martwym. Była droga czarna, namokła, była droga kół czarnych, manifesty rozwieszone na chmurach. To świt już — srebrny palec katedry wytknął kurant ostry jak nóż: awemaria. szpital, 20 IV 41 r.;210;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Ballada morska;Po morzu, gdzie ryby jak jaskry pryskały w górę i w głąb, na korabiuz koralów jasnych panieneczki błękitne się śmiały, na skrętach srebrnych trąb loki lotne jak obłoki kołysały na przejrzystych muszelkach rąk. Wyspy ciepłe kwitły jak żółw, mewy szybkie, ostre jak igły szyły ciszę, to ją cięły na pół i u wody przypięte, stygły. Zaśpiewaliśmy pierwszą pieśń, zaśpiewajmy rapsod jak chmura: zapadali się ogromni, aż po śmierć do ciężkiego dna na czarnych sznurach. Wyciągały ich dłonie krzepkie całych w kuli srebrnej jak lód, w dłoniach mieli perły od krwi lepkie, oczy mieli smutniejsze niż chłód. I prosili głosem smukłym: tam chcemy na dół wrócić, gdzie śpiewnie rosną ciała wygiętych gam i szumiące jak ulewa modrzewie. A na dnie płakali jak dzwonek, powracali jak pęcherz wodny i milczeniem tylko wiało od nich, usta ziemi całowali zielone. I na ląd wesoły nie zeszli, i na dno nie spłynęli jak kamień, tylko byli jak wzniesione ramię kołyszące się to wzwyż, to w głąb. Panieneczki błękitne się śmiały na łodygach wodnych trąb. I puściły panieneczki jasną sieć, jak paluszki ich tak wiotką i jak rtęć, wyłowiły, zapłakały, ciemne oczy całowały i głęboką w nich aż do dna śmierć. 6 XII 1943;198;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Z głową na karabinie;"Nocą słyszę, jak coraz bliżej drżąc i grając krąg się zaciska. A mnie przecież zdrój rzeźbił chyży, wyhuśtała mnie chmur kołyska. A mnie przecież wody szerokie na dźwigarach swych niosły płatki bzu dzikiego; bujne obłoki były dla mnie jak uśmiech matki. Krąg powolny dzień czy noc krąży, ostrzem świszcząc tnie już przy ustach, a mnie przecież tak jak i innym ziemia rosła tęga — nie pusta. I mnie przecież jak dymu laska wytryskała gołębia młodość; teraz na dnie śmierci wyrastam ja — syn dziki mego narodu. Krąg jak nożem z wolna rozcina, przetnie światło, zanim dzień minie, a ja prześpię czas wielkiej rzeźby z głową ciężką na karabinie. Obskoczony przez zdarzeń zamęt, kręgiem ostrym rozdarty na pół, głowę rzucę pod wiatr jak granat, piersi zgniecie czas czarną łapą; bo to była życia nieśmiałość, a odwaga — gdy śmiercią niosło. Umrzeć przyjdzie, gdy się kochało wielkie sprawy głupią miłością. 4 grudnia 1943";151;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Spojrzenie;"Nic nie powróci. Oto czasy już zapomniane; tylko w lustrach zsiada się ciemność w moje własne odbicia — jakże zła i pusta. O znam, na pamięć znam i nie chcę powtórzyć, naprzód znać nie mogę moich postaci. Tak umieram z pół-objawionym w ustach Bogiem. I teraz znów siedzimy kołem, i planet dudni deszcz — o mury, i ciężki wzrok jak sznur nad stołem, i stoją ciszy chmury. I jeden z nas — to jestem ja, którym pokochał. Świat mi rozkwitł jak wielki obłok, ogień w snach i tak jak drzewo jestem — prosty. A drugi z nas — to jestem ja, którym nienawiść drżącą począł, i nóż mi błyska, to nie łza, z drętwych jak woda oczu. A trzeci z nas — to jestem ja odbity w wypłakanych łzach, i ból mój jest jak wielka ciemność. I czwarty ten, którego znam, który nauczę znów pokory te moje czasy nadaremne i serce moje bardzo chore na śmierć, która się lęgnie we mnie. 18 X 1943";164;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Do Matki Boskiej;"Mario, obłoków ciszo. Ciężko nam Boga dźwigać, jeszcze ciężej odrosły świat, nieba wysokie ciężej; nieba nad nami wiszą jak przykazania ciemny kwiat. Mario, tak bardzo boli, powiedzmy słowem prostym, oto wszystko, całą maluczkość serc: tu oto świty skazańców, tu oto dzieci, co rosły, tu oto, Mario — milcząca nawet przed Bogiem śmierć. Żeby się jeszcze unieść: o, natchnie ciepła muzyka, ale już ziemia za ciężka, to dusze martwe jak ołów, ciała i groby za ciężkie — stężałe bryły mozołu, dym, płomień nad nami wykwita. Cierpienie to kula, koło, rzeźbi, lecz toczy się dokąd? Mario przeczysta, oto są dłonie wyschłe jak ruczaj, z których by takie ogrody, zielone wybuchy drzew, z których by domy jasności. A teraz oczy nauczaj, jak w baldachimy przestrzeni trwogę zamienić i gniew. Oto maluczkość nasza, śpiewaj, święta, nie ustań: — czym wyższa topola śpiewu, tym bliżej dosięgnąć z dna. Kończę. Oto już wszystko. Jak wióry wyschłe mam usta, nimi, o cicha, ciebie jak wizerunek wycisnąć w twardych dniach. VIII 43 r.";165;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Rodzicom;A otóż i macie wszystko. Byłem jak lipy szelest, na imię mi było Krzysztof, i jeszcze ciało — to tak niewiele. I po kolana brodząc w blasku ja miałem jak święty przenosić Pana przez rzekę zwierząt, ludzi, piasku, w ziemi brnąc po kolana. Po co imię takie dziecinie? Po co, matko, taki skrzydeł pokrój? Taka walka, ojcze, po co — takiej winie? Od łez ziemi krwawo mi, mokro. Myślałaś, matko: «On uniesie, on nazwie, co boli, wytłumaczy, podźwignie, co upadło we mnie, kwiecie — mówiłaś — rozkwitaj ogniem znaczeń» Ojcze, na wojnie twardo. Mówiłeś pragnąc, za ziemię cierpiąc: «Nie poznasz człowieczej pogardy, udźwigniesz sławę ciężką». I po cóż wiara taka dziecinie, po cóż dziedzictwo jak płomieni dom? Zanim dwadzieścia lat minie, umrze mu życie w złocieniach rąk. A po cóż myśl taka jak sosna, za wysoko głowica, kiedy pień tną. A droga jakże tak prosta, gdy serce niezdarne — proch. Nie umiem, matko, nazwać, nazbyt boli, nazbyt mocno śmierć uderza zewsząd. Miłość, matko — już nie wiem, czy jest. Nozdrza rozdęte z daleka Boga wietrzą. Miłość — cóż zrodzi — nienawiść, struny łez. Ojcze, broń dźwigam pod kurtką, po nocach ciemno — walczę, wiary więdną. Ojcze — jak tobie — prócz wolności może i dzieło, może i wszystko jedno. Dzień czy noc — matko, ojcze — jeszcze ustoję w trzaskawicach palb, ja, żołnierz, poeta, czasu kurz. Pójdę dalej — to od was mam: śmierci się nie boję, dalej niosąc naręcza pragnień jak spalonych róż. 30. VII. 43 r.;248;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Mazowsze;1 Mazowsze. Piasek, Wisła i las. Mazowsze moje. Płasko, daleko — pod potokami szumiących gwiazd, pod sosen rzeką. Jeszcze tu wczoraj słyszałem trzask: salwa jak poklask wielkiej dłoni. Był las. Pochłonął znowu las kaski wysokie, kości i konie. 2 Zda mi się, stoi tu jeszcze szereg, mur granatowy. Strzały jak baty. Czwartego pułkuczapy i gwery i jak obłoki — dymią armaty. 3 Znowu odetchniesz, grzywo zieleni, piasek przesypie się w misach pól i usta znowu przylgną do ziemi, będą całować długi świst kul. Wisło, pamiętasz? Lesie, w twych kartach widzę ich, stoją — synowie powstań w rozdartych bluzach — ziemio uparta — — jak drzewa prości. 4 W sercach rozwianych, z hukiem dwururek rok sześćdziesiąty trzeci. Wiatr czas zawiewa. Miłość to? Życie? Płatki ich oczu? Płatki zamieci? 5 Piasku, pamiętasz? Ziemio, pamiętasz? Rzemień od broni ramię przecinał, twarze, mundury jak popiół święty. Wnuków pamiętasz? Światła godzinę? 6 I byłeś wolny, grobie pokoleń. Las się zabliźnił i piach przywalił. Pługi szły, drogi w wielkim mozole, zapominały. 7 A potem kraju runęło niebo. Tłumy obdarte z serca i z ciała, i dymił ogniem każdy kęs chleba, i śmierć się stała. Piasku, pamiętasz? Krew czarna w supły związana — ciekła w wielkie mogiły, jak złe gałęzie wiły się trupy dzieci — i batów skręcone żyły. Piasku, to tobie szeptali leżąc, wracając w ciebie krwi nicią wąską, dzieci, kobiety, chłopi, żołnierze: „Polsko, odezwij się, Polsko”. Piasku, pamiętasz? Wisło, przepłyniesz szorstkim swym suknem po płaszczu plemion. Gdy w boju padnę — o, daj mi imię,;250;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Śpiew do snu;Ciało mojego ciała i światło mojej myśli, chciałbym, by ci się ogień pełen szelestu przyśnił, z którego żółte kwiaty wyplusną, brzózek szelest jak sieć, abyś poczuła przy ich lekkości śmielej swój lot jak płomyk drżący, bolesny a pragnący, by popłynęło w tobie jak szumny strumień słońce. Ciało mojego ciała i blasku moich pragnień, niech ci się we śnie gałąź niebieskiej chmury nagnie i niech ci da jak owoc jaskółkę w piersi małe, której by w sercu trzepot nauczył, jak kochałem i jak ja ciebie ciosam w tej bryle nieobrotnej, w swojego ciała drewnie, w myśli swojej samotnej. Ciało mojego ciała i trwogi mej nadziejo, nich ci się we śnie wody przez oczy tocząc — chwieją i niechże ci podadzą rybę jak dłoń, co klaszcze, byś znała to milczenie, co mnie okrywa płaszczem, i niechaj iskry ognia, co w łusce się zapalą, mój blask dopełnią w tobie i smutek mój wyżalą. Nie dałem ci jabłoni ziemskiej, co sytość niesie, wyrosłem ja na chmurach jak dzika jabłoń w lesie. Ale mam źródło w sercu srebrne jak żywy pieniądz, unieś się we śnie, spojrzyj w lustro jego nad ziemią. Nie szukaj mnie w słabości, źródła mego nie mijaj, nie umiera w nim ciało, dusza wieczność w nim żyje. 22 VI 1943;208;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;***(Niebo złote ci otworzę…);Niebo złote ci otworzę, w którym ciszy biała nić jak ogromny dźwięków orzech, który pęknie, aby żyć zielonymi listeczkami, śpiewem jezior, zmierzchu graniem, aż ukaże jądro mleczne ptasi świt. Ziemię twardą ci przemienię w mleczów miękkich płynny lot, wyprowadzę z rzeczy cienie, które prężą się jak kot, futrem iskrząc zwiną wszystko w barwy burz, w serduszka listków, w deszczów siwy splot. I powietrza drżące strugi jak z anielskiej strzechy dym zmienię ci w aleje długie, w brzóz przejrzystych śpiewny płyn, aż zagrają jak wiolonczel żal — różowe światła pnącze, pszczelich skrzydeł hymn. Jeno wyjmij mi z tych oczu szkło bolesne — obraz dni, które czaszki białe toczy przez płonące łąki krwi. Jeno odmień czas kaleki, zakryj groby płaszczem rzeki, zetrzyj z włosów pył bitewny, tych lat gniewnych czarny pył. 15 VI 1943;132;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Dwie miłości;Więc pokochałeś kruche, ciepłe ciało, które się w formach słowiczych ustało, jak mleko płynie w szklanym smukłym dzbanie, skrzypiec ma smutek i roślin śpiewanie. Więc pokochałeś je. Jak ruczaj sobie przed oczy stawiasz, aby twarze obie: i ta odbita, i twoja prawdziwa, były jak jeden ruch, co poukrywa ziemię jak pożar i niebo jak jaśmin, na które jedno serce jest małe i ciasne. I pokochałeś jeszcze ziemię grozy z ognistym śladem wielkich kroków bożych, ziemię, gdzie bracia popieleją z tobą, gdzie śmierć i wielkość jak dwa gromy obok stoją u skroni i skrzydłami biją tym, co umarli, i tym, którzy żyją. Więc pokochałeś jej rzek bicz srebrzysty i białe pióra mazowieckiej Wisły, i góry ciężkie jak chmury na ziemi, i ludzi skutych — i tak żyjesz nimi. I kiedy z szablą rozpaloną stoisz u huraganów ostatniego boju, i kiedy broń jak życie w dłoni ważysz, a nie masz łzy na sercu i na twarzy, gdy rzucasz ciało jak puchy świetliste, wiotkie jak śpiew, a z nim odbicie czyste, by mieć twarz jedną nie odbitą w ciszy, napiętnowaną śmierci czarnym krzyżem, myślisz, że z Boga musi być ta miłość, dla której młodość w grobie się prześniło. 22 V 1943;198;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Zwycięzcy;Wiatr szeroki nam czoła obliże, jak lew westchnie i przestrzeń wydmie ponad nami. A jeszcze wyżej łuna świśnie ogromnym skrzydłem. Głowy nasze — owoc upalny, rozszalałe włosów płomienie deszcz omyje jędrny i walny, aż się do snu schylą na ziemię. Jeszcze chleby, jabłka jak księżyc stół sosnowy zalegną kołem, dłonie szorstkie, tak nieporęczne, chleb przełamią z bożym aniołem. A na skronie, gdy sen nas stłumi, gdy będziemy znów ludzie prości, blask nam spadnie i ten zrozumie, żeśmy w wierze doszli miłości. 15. V. 1943 r.;85;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Dzieło dla rąk;Kiedy się w ludziach miłość śmiercią stała i runął na nas grzmiąc ognisty strop, błogosławieni ci, co im za mała była ta trwoga dla serc i dla rąk. Kiedy przeklęto wszelki płód człowieczy, aby nie cierpiał, aby nie mógł trwać, błogosławieni byli ci, co rzeczy nazwali nędzą poczętą we łzach. Kiedy się krwawym szwem zszywały dzieje, choć ziemia była jak jaśminów pęk, błogosławiącą rękę taką samą, łączący z niebem ton — źródlany dźwięk. A oto mamy niebios złoty namiot, przestrzeń jak morze żywą — a nie szklaną, z której powstaje się i schodzi w nią, błogosławiącą rękę taką samą, pod którą głowy jak łzy w oczach drżą. A tylko trzeba pojąć głos i hasło, bo jeden krok jest jak żołnierza krok, kiedy się wstąpi weń, to się znalazło Boga dla wiary i dzieło dla rąk. V 1943 r.;138;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Do przyjaciela;Jak daleko jest od słowa do słowa! A dalej chyba do mocnego jak sosna wypełnienia się w uśmiechach prostych, które wiążą jak wstążka rzeki powitania, boje nasze dalekie. Cóż jest więcej nad gest niewidoczny, przerzucony jak zielona struna nad miastami huczącymi w łunach, nad stawania się obłok mroczny? Mostek wiotki, taki śpiewny, pomocny. I nie grzmiące to nasze witanie, nie olbrzymie, ale ręką, gdy dotkniesz, jest jak deska dębowa od łez mokra, która błyszczy się, tęga i dobra, na kołyskę i na trumnę sposobna. A i krzyż z niej strugać można, no i kostur, co zieloną grzywę liści puści z wiosną.  Bo się wierzy, że milczenie to śpiewanie, a jak śpiewać, to Bóg nas tak śpiewem łączy. Jeśli głosy będą jako dech gorący, co roztopi dni topory, grób roztuli, tośmy dobrze, przyjacielu, Boga czuli. 21.IV.43 r.;137;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;O wolność;"Przebudziły się w nas zwierzęta i duchy mleczne się budzą. W dzień podobni jesteśmy złym ludziom, w noc zwierzętom płonącym w cierpieniu, to znów bestiom krzyczącym w rui, to znów cierniom w swych oczach człowieczych; rozdzielonym, niespokojnym i czułym ciała ciążą jak twarde rzeczy. A na niebie chmur bitwa łagodna, a na ziemi chrzęst kości i stali. Jakichś my warg otchłanie całowali, że ssą nas w grób złe i głodne? Jak przemierzyć ten lęku obszar, od bojowisk odedrzeć nieboskłon? Ludzie źli, ziemia dzika — coraz młodsza — — dziecko niedobre, co zabija troską. Rozerwały się miłości jak korzenie. Nachmurzone stoją burze — drżąc. Tylko jeszcze tchem, co idzie z ziemi, wbiliśmy na oślep harpun rąk, porywani przez wyjący mroków pożar jak zwierzęta, co za kratą śnią, których pragnień żaden czas nie zmoże. 20.IV.43 r.";134;1;0;;;
Krzysztof Kamil Baczyński;K. K. Baczyński;Wiatr;Wiatr bluzga, jak krew się sączy, na oczy — ciemności płachta, w nim omackiem błądząc czuję miękki opór pnączy. A to są ciała chyba, chyba groby, chłodne jak wody pręty, to są ramiona trwogi ludziom zmarłym odcięte. Wiatr niesie piachu żagiel, nasmuża się na nas cienko — — to woda, może wydmy nagie? Ledwo nad wierzchem ręką znak pożegnania odfrunie, nowe piasków sklepienie wiatr wzdyma w ciemnej łunie, toniemy, pożarci przez ziemię, gdzie sami jesteśmy dnem. Będziemyż sobie jak posąg wydarty pokrywom wieków? Znajdziemyż kruszyny włosów z tych czasów na skroni zostałe? Wołam cię, obcy człowieku, co kości odkopiesz białe: Kiedy wystygną już boje, szkielet mój będzie miał w ręku sztandar ojczyzny mojej. 18 IV 1943 r.;117;1;0;;;
